id,description,item_type,product_family,inventory_uom,make_buy,lot_controlled,serial_controlled,lifecycle_status,standard_order_quantity,primary_vendor_id,commodity
DRV-0054,"Helical servo gear drive, frame 075, ratio 30:1",Finished Good,DRV,EA,Make,1,0,Active,1.0,,Finished Product
DRV-0055,"Helical servo gear drive, frame 090, ratio 30:1",Finished Good,DRV,EA,Make,0,0,Active,5.0,,Finished Product
DRV-0056,"Helical servo gear drive, frame 110, ratio 30:1",Finished Good,DRV,EA,Make,0,1,Active,10.0,,Finished Product
DRV-0057,"Helical servo gear drive, frame 140, ratio 30:1",Finished Good,DRV,EA,Make,0,0,Phase Out,20.0,,Finished Product
DRV-0058,"Helical servo gear drive, frame 160, ratio 30:1",Finished Good,DRV,EA,Make,0,0,Phase Out,50.0,,Finished Product
DRV-0059,"Helical servo gear drive, frame 200, ratio 30:1",Finished Good,DRV,EA,Make,0,0,Phase Out,100.0,,Finished Product
DRV-0060,"Helical servo gear drive, frame 250, ratio 30:1",Finished Good,DRV,EA,Make,0,0,Phase Out,1.0,,Finished Product
PC-0001,"Angular-contact bearing set, compact frame",Purchased Component,,EA,Buy,0,0,Active,5.0,VEND-0014,Components
PC-0002,"Planetary bearing cartridge, compact frame",Purchased Component,,EA,Buy,0,0,Active,10.0,VEND-0027,Components
PC-0003,"Servo motor, compact frame",Purchased Component,,EA,Buy,0,0,Active,20.0,VEND-0040,Components
PC-0004,"Variable-frequency drive, compact frame",Purchased Component,,EA,Buy,0,0,Active,50.0,VEND-0053,Components
PC-0005,"Absolute encoder, compact frame",Purchased Component,,EA,Buy,0,0,Active,100.0,VEND-0066,Components
PC-0006,"Industrial power supply, compact frame",Purchased Component,,EA,Buy,0,0,Active,1.0,VEND-0079,Components
PC-0007,"Safety relay, compact frame",Purchased Component,,EA,Buy,0,0,Active,5.0,VEND-0092,Components
PC-0008,"Circuit breaker, compact frame",Purchased Component,,EA,Buy,0,0,Active,10.0,VEND-0105,Components
PC-0009,"Contactor assembly, compact frame",Purchased Component,,EA,Buy,1,0,Active,20.0,VEND-0118,Components
PC-0010,"Terminal block kit, compact frame",Purchased Component,,EA,Buy,0,0,Active,50.0,VEND-0131,Components
PC-0011,"Precision coupling, compact frame",Purchased Component,,EA,Buy,0,0,Active,100.0,VEND-0144,Components
PC-0012,"Linear guide set, compact frame",Purchased Component,,EA,Buy,0,0,Active,1.0,VEND-0157,Components
PC-0013,"Ball-screw assembly, compact frame",Purchased Component,,EA,Buy,0,0,Active,5.0,VEND-0170,Components
PC-0014,"Hydraulic fitting kit, compact frame",Purchased Component,,EA,Buy,0,0,Active,10.0,VEND-0003,Components
PC-0015,"Cooling fan module, compact frame",Purchased Component,,EA,Buy,0,0,Active,20.0,VEND-0016,Components
PC-0016,"Control transformer, compact frame",Purchased Component,,EA,Buy,0,0,Active,50.0,VEND-0029,Components
PC-0017,"Ethernet switch, compact frame",Purchased Component,,EA,Buy,0,0,Active,100.0,VEND-0042,Components
PC-0018,"Operator interface, compact frame",Purchased Component,,EA,Buy,1,0,Active,1.0,VEND-0055,Components
PC-0019,"Cable gland set, compact frame",Purchased Component,,EA,Buy,0,0,Active,5.0,VEND-0068,Components
PC-0020,"Shipping enclosure, compact frame",Purchased Component,,EA,Buy,0,0,Active,10.0,VEND-0081,Components
PC-0021,"Angular-contact bearing set, standard frame",Purchased Component,,EA,Buy,0,0,Active,20.0,VEND-0094,Components
PC-0022,"Planetary bearing cartridge, standard frame",Purchased Component,,EA,Buy,0,0,Active,50.0,VEND-0107,Components
PC-0023,"Servo motor, standard frame",Purchased Component,,EA,Buy,0,0,Active,100.0,VEND-0120,Components
PC-0024,"Variable-frequency drive, standard frame",Purchased Component,,EA,Buy,0,0,Active,1.0,VEND-0133,Components
PC-0025,"Absolute encoder, standard frame",Purchased Component,,EA,Buy,0,0,Active,5.0,VEND-0146,Components
PC-0026,"Industrial power supply, standard frame",Purchased Component,,EA,Buy,0,0,Active,10.0,VEND-0159,Components
PC-0027,"Safety relay, standard frame",Purchased Component,,EA,Buy,1,0,Active,20.0,VEND-0172,Components
PC-0028,"Circuit breaker, standard frame",Purchased Component,,EA,Buy,0,0,Active,50.0,VEND-0005,Components
PC-0029,"Contactor assembly, standard frame",Purchased Component,,EA,Buy,0,0,Active,100.0,VEND-0018,Components
PC-0030,"Terminal block kit, standard frame",Purchased Component,,EA,Buy,0,0,Active,1.0,VEND-0031,Components
PC-0031,"Precision coupling, standard frame",Purchased Component,,EA,Buy,0,0,Active,5.0,VEND-0044,Components
PC-0032,"Linear guide set, standard frame",Purchased Component,,EA,Buy,0,0,Active,10.0,VEND-0057,Components
PC-0033,"Ball-screw assembly, standard frame",Purchased Component,,EA,Buy,0,0,Active,20.0,VEND-0070,Components
PC-0034,"Hydraulic fitting kit, standard frame",Purchased Component,,EA,Buy,0,0,Active,50.0,VEND-0083,Components
PC-0035,"Cooling fan module, standard frame",Purchased Component,,EA,Buy,0,0,Active,100.0,VEND-0096,Components
PC-0036,"Control transformer, standard frame",Purchased Component,,EA,Buy,1,0,Active,1.0,VEND-0109,Components
PC-0037,"Ethernet switch, standard frame",Purchased Component,,EA,Buy,0,0,Active,5.0,VEND-0122,Components
PC-0038,"Operator interface, standard frame",Purchased Component,,EA,Buy,0,0,Active,10.0,VEND-0135,Components
PC-0039,"Cable gland set, standard frame",Purchased Component,,EA,Buy,0,0,Active,20.0,VEND-0148,Components
PC-0040,"Shipping enclosure, standard frame",Purchased Component,,EA,Buy,0,0,Active,50.0,VEND-0161,Components
PC-0041,"Angular-contact bearing set, high-torque frame",Purchased Component,,EA,Buy,0,0,Active,100.0,VEND-0174,Components
PC-0042,"Planetary bearing cartridge, high-torque frame",Purchased Component,,EA,Buy,0,0,Active,1.0,VEND-0007,Components
PC-0043,"Servo motor, high-torque frame",Purchased Component,,EA,Buy,0,0,Active,5.0,VEND-0020,Components
PC-0044,"Variable-frequency drive, high-torque frame",Purchased Component,,EA,Buy,0,0,Active,10.0,VEND-0033,Components
PC-0045,"Absolute encoder, high-torque frame",Purchased Component,,EA,Buy,1,0,Active,20.0,VEND-0046,Components
PC-0046,"Industrial power supply, high-torque frame",Purchased Component,,EA,Buy,0,0,Active,50.0,VEND-0059,Components
PC-0047,"Safety relay, high-torque frame",Purchased Component,,EA,Buy,0,0,Active,100.0,VEND-0072,Components
PC-0048,"Circuit breaker, high-torque frame",Purchased Component,,EA,Buy,0,0,Active,1.0,VEND-0085,Components
PC-0049,"Contactor assembly, high-torque frame",Purchased Component,,EA,Buy,0,0,Active,5.0,VEND-0098,Components
PC-0050,"Terminal block kit, high-torque frame",Purchased Component,,EA,Buy,0,0,Active,10.0,VEND-0111,Components
PC-0051,"Precision coupling, high-torque frame",Purchased Component,,EA,Buy,0,0,Active,20.0,VEND-0124,Components
PC-0052,"Linear guide set, high-torque frame",Purchased Component,,EA,Buy,0,0,Active,50.0,VEND-0137,Components
PC-0053,"Ball-screw assembly, high-torque frame",Purchased Component,,EA,Buy,0,0,Active,100.0,VEND-0150,Components
PC-0054,"Hydraulic fitting kit, high-torque frame",Purchased Component,,EA,Buy,1,0,Active,1.0,VEND-0163,Components
PC-0055,"Cooling fan module, high-torque frame",Purchased Component,,EA,Buy,0,0,Active,5.0,VEND-0176,Components
PC-0056,"Control transformer, high-torque frame",Purchased Component,,EA,Buy,0,0,Active,10.0,VEND-0009,Components
PC-0057,"Ethernet switch, high-torque frame",Purchased Component,,EA,Buy,0,0,Active,20.0,VEND-0022,Components
PC-0058,"Operator interface, high-torque frame",Purchased Component,,EA,Buy,0,0,Active,50.0,VEND-0035,Components
PC-0059,"Cable gland set, high-torque frame",Purchased Component,,EA,Buy,0,0,Active,100.0,VEND-0048,Components
PC-0060,"Shipping enclosure, high-torque frame",Purchased Component,,EA,Buy,0,0,Active,1.0,VEND-0061,Components
PC-0061,"Angular-contact bearing set, washdown duty",Purchased Component,,EA,Buy,0,0,Active,5.0,VEND-0074,Components
PC-0062,"Planetary bearing cartridge, washdown duty",Purchased Component,,EA,Buy,0,0,Active,10.0,VEND-0087,Components
PC-0063,"Servo motor, washdown duty",Purchased Component,,EA,Buy,1,0,Active,20.0,VEND-0100,Components
PC-0064,"Variable-frequency drive, washdown duty",Purchased Component,,EA,Buy,0,0,Active,50.0,VEND-0113,Components
PC-0065,"Absolute encoder, washdown duty",Purchased Component,,EA,Buy,0,0,Active,100.0,VEND-0126,Components
PC-0066,"Industrial power supply, washdown duty",Purchased Component,,EA,Buy,0,0,Active,1.0,VEND-0139,Components
PC-0067,"Safety relay, washdown duty",Purchased Component,,EA,Buy,0,0,Active,5.0,VEND-0152,Components
PC-0068,"Circuit breaker, washdown duty",Purchased Component,,EA,Buy,0,0,Active,10.0,VEND-0165,Components
PC-0069,"Contactor assembly, washdown duty",Purchased Component,,EA,Buy,0,0,Active,20.0,VEND-0178,Components
PC-0070,"Terminal block kit, washdown duty",Purchased Component,,EA,Buy,0,0,Active,50.0,VEND-0011,Components
PC-0071,"Precision coupling, washdown duty",Purchased Component,,EA,Buy,0,0,Active,100.0,VEND-0024,Components
PC-0072,"Linear guide set, washdown duty",Purchased Component,,EA,Buy,1,0,Active,1.0,VEND-0037,Components
PC-0073,"Ball-screw assembly, washdown duty",Purchased Component,,EA,Buy,0,0,Active,5.0,VEND-0050,Components
PC-0074,"Hydraulic fitting kit, washdown duty",Purchased Component,,EA,Buy,0,0,Active,10.0,VEND-0063,Components
PC-0075,"Cooling fan module, washdown duty",Purchased Component,,EA,Buy,0,0,Active,20.0,VEND-0076,Components
PC-0076,"Control transformer, washdown duty",Purchased Component,,EA,Buy,0,0,Active,50.0,VEND-0089,Components
PC-0077,"Ethernet switch, washdown duty",Purchased Component,,EA,Buy,0,0,Active,100.0,VEND-0102,Components
PC-0078,"Operator interface, washdown duty",Purchased Component,,EA,Buy,0,0,Active,1.0,VEND-0115,Components
PC-0079,"Cable gland set, washdown duty",Purchased Component,,EA,Buy,0,0,Active,5.0,VEND-0128,Components
PC-0080,"Shipping enclosure, washdown duty",Purchased Component,,EA,Buy,0,0,Active,10.0,VEND-0141,Components
PC-0081,"Angular-contact bearing set, extended-temperature duty",Purchased Component,,EA,Buy,1,0,Active,20.0,VEND-0154,Components
PC-0082,"Planetary bearing cartridge, extended-temperature duty",Purchased Component,,EA,Buy,0,0,Active,50.0,VEND-0167,Components
PC-0083,"Servo motor, extended-temperature duty",Purchased Component,,EA,Buy,0,0,Active,100.0,VEND-0180,Components
PC-0084,"Variable-frequency drive, extended-temperature duty",Purchased Component,,EA,Buy,0,0,Active,1.0,VEND-0013,Components
PC-0085,"Absolute encoder, extended-temperature duty",Purchased Component,,EA,Buy,0,0,Active,5.0,VEND-0026,Components
PC-0086,"Industrial power supply, extended-temperature duty",Purchased Component,,EA,Buy,0,0,Active,10.0,VEND-0039,Components
PC-0087,"Safety relay, extended-temperature duty",Purchased Component,,EA,Buy,0,0,Active,20.0,VEND-0052,Components
PC-0088,"Circuit breaker, extended-temperature duty",Purchased Component,,EA,Buy,0,0,Active,50.0,VEND-0065,Components
PC-0089,"Contactor assembly, extended-temperature duty",Purchased Component,,EA,Buy,0,0,Active,100.0,VEND-0078,Components
PC-0090,"Terminal block kit, extended-temperature duty",Purchased Component,,EA,Buy,1,0,Active,1.0,VEND-0091,Components
PC-0091,"Precision coupling, extended-temperature duty",Purchased Component,,EA,Buy,0,0,Active,5.0,VEND-0104,Components
PC-0092,"Linear guide set, extended-temperature duty",Purchased Component,,EA,Buy,0,0,Active,10.0,VEND-0117,Components
PC-0093,"Ball-screw assembly, extended-temperature duty",Purchased Component,,EA,Buy,0,0,Active,20.0,VEND-0130,Components
PC-0094,"Hydraulic fitting kit, extended-temperature duty",Purchased Component,,EA,Buy,0,0,Active,50.0,VEND-0143,Components
PC-0095,"Cooling fan module, extended-temperature duty",Purchased Component,,EA,Buy,0,0,Phase Out,100.0,VEND-0156,Components
PC-0096,"Control transformer, extended-temperature duty",Purchased Component,,EA,Buy,0,0,Phase Out,1.0,VEND-0169,Components
PC-0097,"Ethernet switch, extended-temperature duty",Purchased Component,,EA,Buy,0,0,Phase Out,5.0,VEND-0002,Components
PC-0098,"Operator interface, extended-temperature duty",Purchased Component,,EA,Buy,0,0,Phase Out,10.0,VEND-0015,Components
PC-0099,"Cable gland set, extended-temperature duty",Purchased Component,,EA,Buy,1,0,Phase Out,20.0,VEND-0028,Components
PC-0100,"Shipping enclosure, extended-temperature duty",Purchased Component,,EA,Buy,0,0,Phase Out,50.0,VEND-0041,Components
RM-0001,"Cold-rolled steel bar, production grade A",Raw Material,,EA,Buy,0,0,Active,5.0,VEND-0014,Metals
RM-0002,"Alloy steel round, production grade A",Raw Material,,EA,Buy,0,0,Active,10.0,VEND-0027,Metals
RM-0003,"Stainless steel sheet, production grade A",Raw Material,,EA,Buy,0,0,Active,20.0,VEND-0040,Metals
RM-0004,"Aluminum plate, production grade A",Raw Material,,EA,Buy,0,0,Active,50.0,VEND-0053,Metals
RM-0005,"Ductile iron casting, production grade A",Raw Material,,EA,Buy,0,0,Active,100.0,VEND-0066,Metals
RM-0006,"Gray iron casting, production grade A",Raw Material,,EA,Buy,0,0,Active,1.0,VEND-0079,Metals
RM-0007,"Bronze bushing stock, production grade A",Raw Material,,EA,Buy,0,0,Active,5.0,VEND-0092,Metals
RM-0008,"Copper bus bar, production grade A",Raw Material,,EA,Buy,0,0,Active,10.0,VEND-0105,Metals
RM-0009,"Structural steel tube, production grade A",Raw Material,,EA,Buy,1,0,Active,20.0,VEND-0118,Metals
RM-0010,"Ground shaft stock, production grade A",Raw Material,,EA,Buy,0,0,Active,50.0,VEND-0131,Metals
RM-0011,"Tool steel blank, production grade A",Raw Material,,EA,Buy,0,0,Active,100.0,VEND-0144,Metals
RM-0012,"Polycarbonate sheet, production grade A",Raw Material,,EA,Buy,0,0,Active,1.0,VEND-0157,Metals
RM-0013,"Industrial coating resin, production grade A",Raw Material,,EA,Buy,0,0,Active,5.0,VEND-0170,Metals
RM-0014,"Gear lubricant, production grade A",Raw Material,,EA,Buy,0,0,Active,10.0,VEND-0003,Metals
RM-0015,"Electrical hookup wire, production grade A",Raw Material,,EA,Buy,0,0,Active,20.0,VEND-0016,Metals
RM-0016,"Cold-rolled steel bar, production grade B",Raw Material,,EA,Buy,0,0,Active,50.0,VEND-0029,Metals
RM-0017,"Alloy steel round, production grade B",Raw Material,,EA,Buy,0,0,Active,100.0,VEND-0042,Metals
RM-0018,"Stainless steel sheet, production grade B",Raw Material,,EA,Buy,1,0,Active,1.0,VEND-0055,Metals
RM-0019,"Aluminum plate, production grade B",Raw Material,,EA,Buy,0,0,Active,5.0,VEND-0068,Metals
RM-0020,"Ductile iron casting, production grade B",Raw Material,,EA,Buy,0,0,Active,10.0,VEND-0081,Metals
RM-0021,"Gray iron casting, production grade B",Raw Material,,EA,Buy,0,0,Active,20.0,VEND-0094,Metals
RM-0022,"Bronze bushing stock, production grade B",Raw Material,,EA,Buy,0,0,Active,50.0,VEND-0107,Metals
RM-0023,"Copper bus bar, production grade B",Raw Material,,EA,Buy,0,0,Active,100.0,VEND-0120,Metals
RM-0024,"Structural steel tube, production grade B",Raw Material,,EA,Buy,0,0,Active,1.0,VEND-0133,Metals
RM-0025,"Ground shaft stock, production grade B",Raw Material,,EA,Buy,0,0,Active,5.0,VEND-0146,Metals
RM-0026,"Tool steel blank, production grade B",Raw Material,,EA,Buy,0,0,Active,10.0,VEND-0159,Metals
RM-0027,"Polycarbonate sheet, production grade B",Raw Material,,EA,Buy,1,0,Active,20.0,VEND-0172,Metals
RM-0028,"Industrial coating resin, production grade B",Raw Material,,EA,Buy,0,0,Active,50.0,VEND-0005,Metals
RM-0029,"Gear lubricant, production grade B",Raw Material,,EA,Buy,0,0,Active,100.0,VEND-0018,Metals
RM-0030,"Electrical hookup wire, production grade B",Raw Material,,EA,Buy,0,0,Active,1.0,VEND-0031,Metals
RM-0031,"Cold-rolled steel bar, precision tolerance",Raw Material,,EA,Buy,0,0,Active,5.0,VEND-0044,Metals
RM-0032,"Alloy steel round, precision tolerance",Raw Material,,EA,Buy,0,0,Active,10.0,VEND-0057,Metals
RM-0033,"Stainless steel sheet, precision tolerance",Raw Material,,EA,Buy,0,0,Active,20.0,VEND-0070,Metals
RM-0034,"Aluminum plate, precision tolerance",Raw Material,,EA,Buy,0,0,Active,50.0,VEND-0083,Metals
RM-0035,"Ductile iron casting, precision tolerance",Raw Material,,EA,Buy,0,0,Active,100.0,VEND-0096,Metals
RM-0036,"Gray iron casting, precision tolerance",Raw Material,,EA,Buy,1,0,Active,1.0,VEND-0109,Metals
RM-0037,"Bronze bushing stock, precision tolerance",Raw Material,,EA,Buy,0,0,Active,5.0,VEND-0122,Metals
RM-0038,"Copper bus bar, precision tolerance",Raw Material,,EA,Buy,0,0,Active,10.0,VEND-0135,Metals
RM-0039,"Structural steel tube, precision tolerance",Raw Material,,EA,Buy,0,0,Active,20.0,VEND-0148,Metals
RM-0040,"Ground shaft stock, precision tolerance",Raw Material,,EA,Buy,0,0,Active,50.0,VEND-0161,Metals
RM-0041,"Tool steel blank, precision tolerance",Raw Material,,EA,Buy,0,0,Active,100.0,VEND-0174,Metals
RM-0042,"Polycarbonate sheet, precision tolerance",Raw Material,,EA,Buy,0,0,Active,1.0,VEND-0007,Metals
RM-0043,"Industrial coating resin, precision tolerance",Raw Material,,EA,Buy,0,0,Active,5.0,VEND-0020,Metals
RM-0044,"Gear lubricant, precision tolerance",Raw Material,,EA,Buy,0,0,Active,10.0,VEND-0033,Metals
RM-0045,"Electrical hookup wire, precision tolerance",Raw Material,,EA,Buy,1,0,Active,20.0,VEND-0046,Metals
RM-0046,"Cold-rolled steel bar, corrosion-resistant",Raw Material,,EA,Buy,0,0,Active,50.0,VEND-0059,Metals
RM-0047,"Alloy steel round, corrosion-resistant",Raw Material,,EA,Buy,0,0,Active,100.0,VEND-0072,Metals
RM-0048,"Stainless steel sheet, corrosion-resistant",Raw Material,,EA,Buy,0,0,Active,1.0,VEND-0085,Metals
RM-0049,"Aluminum plate, corrosion-resistant",Raw Material,,EA,Buy,0,0,Active,5.0,VEND-0098,Metals
RM-0050,"Ductile iron casting, corrosion-resistant",Raw Material,,EA,Buy,0,0,Active,10.0,VEND-0111,Metals
RM-0051,"Gray iron casting, corrosion-resistant",Raw Material,,EA,Buy,0,0,Active,20.0,VEND-0124,Metals
RM-0052,"Bronze bushing stock, corrosion-resistant",Raw Material,,EA,Buy,0,0,Active,50.0,VEND-0137,Metals
RM-0053,"Copper bus bar, corrosion-resistant",Raw Material,,EA,Buy,0,0,Active,100.0,VEND-0150,Metals
RM-0054,"Structural steel tube, corrosion-resistant",Raw Material,,EA,Buy,1,0,Active,1.0,VEND-0163,Metals
RM-0055,"Ground shaft stock, corrosion-resistant",Raw Material,,EA,Buy,0,0,Active,5.0,VEND-0176,Metals
RM-0056,"Tool steel blank, corrosion-resistant",Raw Material,,EA,Buy,0,0,Active,10.0,VEND-0009,Metals
RM-0057,"Polycarbonate sheet, corrosion-resistant",Raw Material,,EA,Buy,0,0,Active,20.0,VEND-0022,Metals
RM-0058,"Industrial coating resin, corrosion-resistant",Raw Material,,EA,Buy,0,0,Active,50.0,VEND-0035,Metals
RM-0059,"Gear lubricant, corrosion-resistant",Raw Material,,EA,Buy,0,0,Active,100.0,VEND-0048,Metals
RM-0060,"Electrical hookup wire, corrosion-resistant",Raw Material,,EA,Buy,0,0,Active,1.0,VEND-0061,Metals
RM-0061,"Cold-rolled steel bar, high-strength",Raw Material,,EA,Buy,0,0,Active,5.0,VEND-0074,Metals
RM-0062,"Alloy steel round, high-strength",Raw Material,,EA,Buy,0,0,Active,10.0,VEND-0087,Metals
RM-0063,"Stainless steel sheet, high-strength",Raw Material,,EA,Buy,1,0,Active,20.0,VEND-0100,Metals
RM-0064,"Aluminum plate, high-strength",Raw Material,,EA,Buy,0,0,Active,50.0,VEND-0113,Metals
RM-0065,"Ductile iron casting, high-strength",Raw Material,,EA,Buy,0,0,Active,100.0,VEND-0126,Metals
RM-0066,"Gray iron casting, high-strength",Raw Material,,EA,Buy,0,0,Active,1.0,VEND-0139,Metals
RM-0067,"Bronze bushing stock, high-strength",Raw Material,,EA,Buy,0,0,Active,5.0,VEND-0152,Metals
RM-0068,"Copper bus bar, high-strength",Raw Material,,EA,Buy,0,0,Active,10.0,VEND-0165,Metals
RM-0069,"Structural steel tube, high-strength",Raw Material,,EA,Buy,0,0,Active,20.0,VEND-0178,Metals
RM-0070,"Ground shaft stock, high-strength",Raw Material,,EA,Buy,0,0,Active,50.0,VEND-0011,Metals
RM-0071,"Tool steel blank, high-strength",Raw Material,,EA,Buy,0,0,Active,100.0,VEND-0024,Metals
RM-0072,"Polycarbonate sheet, high-strength",Raw Material,,EA,Buy,1,0,Active,1.0,VEND-0037,Metals
RM-0073,"Industrial coating resin, high-strength",Raw Material,,EA,Buy,0,0,Active,5.0,VEND-0050,Metals
RM-0074,"Gear lubricant, high-strength",Raw Material,,EA,Buy,0,0,Active,10.0,VEND-0063,Metals
RM-0075,"Electrical hookup wire, high-strength",Raw Material,,EA,Buy,0,0,Active,20.0,VEND-0076,Metals
RM-0076,"Cold-rolled steel bar, machining stock",Raw Material,,EA,Buy,0,0,Active,50.0,VEND-0089,Metals
RM-0077,"Alloy steel round, machining stock",Raw Material,,EA,Buy,0,0,Active,100.0,VEND-0102,Metals
RM-0078,"Stainless steel sheet, machining stock",Raw Material,,EA,Buy,0,0,Active,1.0,VEND-0115,Metals
RM-0079,"Aluminum plate, machining stock",Raw Material,,EA,Buy,0,0,Active,5.0,VEND-0128,Metals
RM-0080,"Ductile iron casting, machining stock",Raw Material,,EA,Buy,0,0,Active,10.0,VEND-0141,Metals
RM-0081,"Gray iron casting, machining stock",Raw Material,,EA,Buy,1,0,Active,20.0,VEND-0154,Metals
RM-0082,"Bronze bushing stock, machining stock",Raw Material,,EA,Buy,0,0,Active,50.0,VEND-0167,Metals
RM-0083,"Copper bus bar, machining stock",Raw Material,,EA,Buy,0,0,Active,100.0,VEND-0180,Metals
RM-0084,"Structural steel tube, machining stock",Raw Material,,EA,Buy,0,0,Active,1.0,VEND-0013,Metals
RM-0085,"Ground shaft stock, machining stock",Raw Material,,EA,Buy,0,0,Active,5.0,VEND-0026,Metals
RM-0086,"Tool steel blank, machining stock",Raw Material,,EA,Buy,0,0,Active,10.0,VEND-0039,Metals
RM-0087,"Polycarbonate sheet, machining stock",Raw Material,,EA,Buy,0,0,Active,20.0,VEND-0052,Metals
RM-0088,"Industrial coating resin, machining stock",Raw Material,,EA,Buy,0,0,Active,50.0,VEND-0065,Metals
RM-0089,"Gear lubricant, machining stock",Raw Material,,EA,Buy,0,0,Active,100.0,VEND-0078,Metals
RM-0090,"Electrical hookup wire, machining stock",Raw Material,,EA,Buy,1,0,Active,1.0,VEND-0091,Metals
RM-0091,"Cold-rolled steel bar, formed profile",Raw Material,,EA,Buy,0,0,Active,5.0,VEND-0104,Metals
RM-0092,"Alloy steel round, formed profile",Raw Material,,EA,Buy,0,0,Active,10.0,VEND-0117,Metals
RM-0093,"Stainless steel sheet, formed profile",Raw Material,,EA,Buy,0,0,Active,20.0,VEND-0130,Metals
RM-0094,"Aluminum plate, formed profile",Raw Material,,EA,Buy,0,0,Active,50.0,VEND-0143,Metals
RM-0095,"Ductile iron casting, formed profile",Raw Material,,EA,Buy,0,0,Active,100.0,VEND-0156,Metals
RM-0096,"Gray iron casting, formed profile",Raw Material,,EA,Buy,0,0,Active,1.0,VEND-0169,Metals
RM-0097,"Bronze bushing stock, formed profile",Raw Material,,EA,Buy,0,0,Active,5.0,VEND-0002,Metals
RM-0098,"Copper bus bar, formed profile",Raw Material,,EA,Buy,0,0,Active,10.0,VEND-0015,Metals
RM-0099,"Structural steel tube, formed profile",Raw Material,,EA,Buy,1,0,Active,20.0,VEND-0028,Metals
RM-0100,"Ground shaft stock, formed profile",Raw Material,,EA,Buy,0,0,Active,50.0,VEND-0041,Metals
RM-0101,"Tool steel blank, formed profile",Raw Material,,EA,Buy,0,0,Active,100.0,VEND-0054,Metals
RM-0102,"Polycarbonate sheet, formed profile",Raw Material,,EA,Buy,0,0,Active,1.0,VEND-0067,Metals
RM-0103,"Industrial coating resin, formed profile",Raw Material,,EA,Buy,0,0,Active,5.0,VEND-0080,Metals
RM-0104,"Gear lubricant, formed profile",Raw Material,,EA,Buy,0,0,Active,10.0,VEND-0093,Metals
RM-0105,"Electrical hookup wire, formed profile",Raw Material,,EA,Buy,0,0,Active,20.0,VEND-0106,Metals
RM-0106,"Cold-rolled steel bar, heat-treated",Raw Material,,EA,Buy,0,0,Active,50.0,VEND-0119,Metals
RM-0107,"Alloy steel round, heat-treated",Raw Material,,EA,Buy,0,0,Active,100.0,VEND-0132,Metals
RM-0108,"Stainless steel sheet, heat-treated",Raw Material,,EA,Buy,1,0,Active,1.0,VEND-0145,Metals
RM-0109,"Aluminum plate, heat-treated",Raw Material,,EA,Buy,0,0,Active,5.0,VEND-0158,Metals
RM-0110,"Ductile iron casting, heat-treated",Raw Material,,EA,Buy,0,0,Active,10.0,VEND-0171,Metals
RM-0111,"Gray iron casting, heat-treated",Raw Material,,EA,Buy,0,0,Active,20.0,VEND-0004,Metals
RM-0112,"Bronze bushing stock, heat-treated",Raw Material,,EA,Buy,0,0,Active,50.0,VEND-0017,Metals
RM-0113,"Copper bus bar, heat-treated",Raw Material,,EA,Buy,0,0,Active,100.0,VEND-0030,Metals
RM-0114,"Structural steel tube, heat-treated",Raw Material,,EA,Buy,0,0,Active,1.0,VEND-0043,Metals
RM-0115,"Ground shaft stock, heat-treated",Raw Material,,EA,Buy,0,0,Active,5.0,VEND-0056,Metals
RM-0116,"Tool steel blank, heat-treated",Raw Material,,EA,Buy,0,0,Active,10.0,VEND-0069,Metals
RM-0117,"Polycarbonate sheet, heat-treated",Raw Material,,EA,Buy,1,0,Active,20.0,VEND-0082,Metals
RM-0118,"Industrial coating resin, heat-treated",Raw Material,,EA,Buy,0,0,Active,50.0,VEND-0095,Metals
RM-0119,"Gear lubricant, heat-treated",Raw Material,,EA,Buy,0,0,Active,100.0,VEND-0108,Metals
RM-0120,"Electrical hookup wire, heat-treated",Raw Material,,EA,Buy,0,0,Active,1.0,VEND-0121,Metals
RM-0121,"Cold-rolled steel bar, certified domestic melt",Raw Material,,EA,Buy,0,0,Active,5.0,VEND-0134,Metals
RM-0122,"Alloy steel round, certified domestic melt",Raw Material,,EA,Buy,0,0,Active,10.0,VEND-0147,Metals
RM-0123,"Stainless steel sheet, certified domestic melt",Raw Material,,EA,Buy,0,0,Active,20.0,VEND-0160,Metals
RM-0124,"Aluminum plate, certified domestic melt",Raw Material,,EA,Buy,0,0,Active,50.0,VEND-0173,Metals
RM-0125,"Ductile iron casting, certified domestic melt",Raw Material,,EA,Buy,0,0,Active,100.0,VEND-0006,Metals
RM-0126,"Gray iron casting, certified domestic melt",Raw Material,,EA,Buy,1,0,Active,1.0,VEND-0019,Metals
RM-0127,"Bronze bushing stock, certified domestic melt",Raw Material,,EA,Buy,0,0,Active,5.0,VEND-0032,Metals
RM-0128,"Copper bus bar, certified domestic melt",Raw Material,,EA,Buy,0,0,Active,10.0,VEND-0045,Metals
RM-0129,"Structural steel tube, certified domestic melt",Raw Material,,EA,Buy,0,0,Active,20.0,VEND-0058,Metals
RM-0130,"Ground shaft stock, certified domestic melt",Raw Material,,EA,Buy,0,0,Active,50.0,VEND-0071,Metals
RM-0131,"Tool steel blank, certified domestic melt",Raw Material,,EA,Buy,0,0,Active,100.0,VEND-0084,Metals
RM-0132,"Polycarbonate sheet, certified domestic melt",Raw Material,,EA,Buy,0,0,Active,1.0,VEND-0097,Metals
